id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18072687,Chambre Privé aux Chartrons/Parking/Petit Déjeuner,9499054,Agathe,Bordeaux,Bordeaux Maritime,44.86059,-0.56505,Private room,49,1,0,,,1,0,0,
18081757,Studio 30m2 Jardin public-Chartrons,70898573,Anna,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85192,-0.58226,Entire home/apt,30,365,7,2017-09-22,0.13,1,0,0,
18087762,60 m2 en plein  coeur de Bordeaux .Parking 10 € /j,124561073,Gisele,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8466,-0.58006,Entire home/apt,80,2,152,2021-11-27,2.71,1,33,35,3306300061057
18110225,Beau Studio calme avec jardinet,124763981,Deborah,Pessac,Le Vallon-Les Echoppes,44.81185,-0.6219,Entire home/apt,52,2,179,2021-11-14,3.15,2,359,24,
18115110,Belle maison avec terrasse de 150m2,118085936,Renato,Bordeaux,La Bastide,44.84348,-0.54924,Entire home/apt,450,365,15,2019-07-07,0.28,1,208,0,
18115314,Très bel appartement cosy Bordeaux Pessac,46761674,Bertrand,Pessac,Le Monteil,44.80912,-0.66577,Entire home/apt,86,3,4,2020-08-22,0.23,1,0,0,
18120364,"Appartement calme, 90m² & Parking, Centre Bordeaux",97633576,Mondher,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85436,-0.57362,Entire home/apt,150,365,2,2017-08-23,0.04,1,0,0,
18134074,Villa 2150sqf with heated & secured swimming pool,54024638,Danièle&Eric,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.91345,-0.73264,Entire home/apt,375,7,3,2018-08-11,0.06,1,0,0,
18138485,"Appartement entier récent,  équipé et lumineux",125039247,Anthony,Ambs,Ambs,45.00617,-0.52608,Entire home/apt,50,2,29,2019-11-04,0.52,1,0,0,
18145158,Triplex Saint catherine,51327466,Alexis,Bordeaux,Centre ville (Bordeaux),44.83935,-0.57481,Shared room,115,1,1,2017-04-17,0.02,1,0,0,
18147027,Maison familiale à 10 min du centre ville,14958837,Virginie,Bordeaux,Bordeaux Maritime,44.86187,-0.56118,Entire home/apt,95,365,3,2017-07-15,0.05,1,0,0,
18147655,"maison au calme : piscine chauffée, terrasse",114166528,Marlène,Parempuyre,Parempuyre,44.95591,-0.60038,Entire home/apt,169,14,4,2021-08-14,0.08,1,0,1,
18156458,appartement calme et cosy  40m² quartier chartrons,26729878,Benjamin,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8549,-0.57725,Entire home/apt,65,3,19,2021-10-10,0.34,1,71,4,3306300304396
18158853,"❤️ ""Le Bateau Ivre"" à deux pas de la ""Cité du Vin""",29869543,Marc,Bordeaux,Bordeaux Maritime,44.86945,-0.56346,Entire home/apt,178,1,310,2021-12-08,5.46,5,36,74,3306300038924
18158886,Studio au cœur de Bordeaux,44737231,Pierre,Bordeaux,Centre ville (Bordeaux),44.83878,-0.5718,Entire home/apt,80,365,1,2017-04-16,0.02,1,0,0,
18173746,Jolie maison en pierre de 45m2 -3mn à pied du tram,5934529,Sabrina,Bordeaux,Nansouty - Saint Gens,44.82258,-0.57958,Entire home/apt,40,365,9,2017-12-10,0.16,1,0,0,
18183764,Appartement T2 45 m2,125473734,Fanny,Martignas-sur-Jalle,Martignas-sur-Jalle,44.8424,-0.76481,Entire home/apt,37,2,3,2017-05-12,0.05,1,0,0,
18184415,"Maison moderne avec piscine, idéal séjour familial",121177657,Isabelle,Merignac,Chemin Long,44.81309,-0.66265,Entire home/apt,280,7,8,2021-08-21,0.15,4,362,1,
18185781,Maison calme et lumineuse à 2 pas du tramway,47379134,Catherine,Merignac,La Glacire,44.82983,-0.6227,Entire home/apt,50,2,6,2017-12-28,0.11,1,0,0,
18188788,"🌈Appart t2bis Pierre & Plantes, prox Centre Ville",4224956,Eric,Bordeaux,Bordeaux Sud,44.83423,-0.5695,Entire home/apt,65,4,42,2020-08-15,0.74,3,0,0,33063001859BA
18189397,🏳️‍🌈 Canapé-lit prox Centre-ville Men Only,4224956,Eric,Bordeaux,Bordeaux Sud,44.83423,-0.5695,Shared room,22,3,28,2020-09-27,0.49,3,0,0,33063001859BA
18203910,Chartrons T2 ancien rénové,22786741,Nicolas,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85149,-0.57431,Entire home/apt,72,3,46,2021-12-05,0.83,1,46,8,3306300103502
18208690,Appartement cosy au calme dans Bordeaux centre,12734559,Celine,Bordeaux,Bordeaux Sud,44.83072,-0.56337,Entire home/apt,89,3,40,2021-11-04,0.72,1,1,4,33063005581F8
18208995,Appartement de 70m2 calme et lumineux,125701379,Cécile,Bordeaux,Bordeaux Maritime,44.86104,-0.56602,Entire home/apt,90,2,62,2021-12-03,1.17,1,254,22,330630052870E
18218807,BORDEAUX Maison centre ville avec piscine privée,15989222,Thomas,Bordeaux,Nansouty - Saint Gens,44.83044,-0.57741,Entire home/apt,139,14,2,2020-08-08,0.07,1,0,0,3306300528502
18222342,Bel appartement bordeaux /2pers,78453953,Michket Balkis,Talence,Talence,44.80536,-0.59777,Entire home/apt,30,1,0,,,1,0,0,
18225044,Echoppe 47 m2 renovated on pretty courtyard,16093885,Victor,Bordeaux,La Bastide,44.84422,-0.55039,Entire home/apt,75,4,6,2021-12-02,0.11,1,240,1,3306300637603
18232109,T2 Proche centre ville et tramway,125939433,Gri,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83208,-0.59654,Entire home/apt,49,3,163,2021-08-30,2.91,1,286,32,3306300237740
18234568,Chambre-SDB/WC privatifs- PISCINE,1773444,Pauline,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.87164,-0.70997,Private room,105,1,1,2017-08-08,0.02,1,364,0,
18239616,Appartment 85m2 with big TERRACE,91417277,Olivier,Bordeaux,Bordeaux Sud,44.833138,-0.566407,Entire home/apt,113,1,227,2021-11-01,4.04,2,173,46,33063006963D2
18244283,Bx centre grande échoppe avec terrasse sur le toit,52683489,Stephane Et Amaïa,Bordeaux,Centre ville (Bordeaux),44.83847,-0.59472,Entire home/apt,320,2,56,2021-10-31,1.05,1,151,6,3306300034415
18248183,T2 à 2.5 km gare de Bordeaux et centre ville,126096527,Etienne,Talence,Talence,44.80933,-0.57416,Entire home/apt,34,3,50,2021-08-25,0.90,1,0,8,
18263408,Great 50m2 apartment in the heart of Bordeaux,19234147,Emma,Bordeaux,Centre ville (Bordeaux),44.83659,-0.56643,Entire home/apt,70,365,4,2020-01-02,0.07,1,0,0,
18267662,"Une chambre à la lisière d'un bois, bienvenue !",41143481,Lydie,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.87335,-0.70329,Private room,29,3,11,2020-10-27,0.21,2,0,0,
18272337,"Grand T2, à 2mn à pied d'un arrêt de tram.",69404635,Roxane,Bordeaux,La Bastide,44.84595,-0.54968,Entire home/apt,45,365,1,2017-07-15,0.02,1,0,0,
18277422,"Chambre spacieuse ds une échoppe, Bordeaux",126376104,Sébastien,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83145,-0.59226,Private room,45,2,130,2021-10-22,2.30,2,359,14,33063002816E9
18281447,Studio indépendant dans maison au calme,125579055,Lynda,Pessac,Le Vallon-Les Echoppes,44.8138,-0.62627,Entire home/apt,40,4,237,2021-11-14,4.19,2,238,28,
18284210,Appartement - Bordeaux - Caudéran,126427624,Louise,Bordeaux,Caudran,44.84834,-0.61044,Private room,38,8,10,2017-11-05,0.19,1,0,0,
18285651,Maison calme - jardin - parking à BRUGES TRAM C,126440713,Lesgravieres,Bruges,Bruges,44.87521,-0.58894,Entire home/apt,53,4,63,2021-10-01,1.12,1,98,6,
18289345,"Petite chambre rouge privée confortable,1 voyageur",61642624,Isabelle,Gradignan,Gradignan,44.78058,-0.61281,Private room,40,5,18,2020-10-24,0.33,3,69,0,
18289357,Chambre blanche privée confortable,61642624,Isabelle,Gradignan,Gradignan,44.7805,-0.61235,Private room,40,5,3,2020-09-25,0.07,3,360,0,
18291947,APPART LUMINEUX 50m2 CHARTRONS,17044522,Julien,Bordeaux,Bordeaux Maritime,44.86036,-0.56331,Entire home/apt,35,365,2,2017-07-18,0.04,1,0,0,
18299852,Maison neuve proche centre historique de Bordeaux,126563367,Jean-Laurent,Bordeaux,La Bastide,44.84072,-0.54815,Entire home/apt,85,2,263,2021-09-09,4.71,1,71,23,330630051984B
18300328,Le pause-toit-là,126566946,Corinne,Le Haillan,Le Haillan,44.86989,-0.67598,Private room,20,2,56,2021-05-20,1.02,1,0,1,
18307801,Bordeaux Studio très calme avec place de parking,55766291,Armel,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83377,-0.59103,Entire home/apt,41,365,8,2017-07-02,0.15,1,0,0,
18317801,Maison 160m2 +piscine près Bordeaux,110643211,Karine,Bgles,Bgles,44.80626,-0.56729,Entire home/apt,200,2,13,2019-07-28,0.24,1,337,0,
18337370,Chambre cosy dans colocation à 6,126878224,Victorien,Bordeaux,La Bastide,44.84169,-0.55326,Private room,71,1,23,2019-03-29,0.41,1,344,0,
18338266,Maison agréable et calme,37287062,Florian,Artigues-Prs-Bordeaux,Artigues-Prs-Bordeaux,44.85323,-0.48889,Entire home/apt,143,8,6,2021-08-14,0.11,1,115,1,
18338571,Lovely apartment Place de la Bourse,402191311,GuestReady,Bordeaux,Centre ville (Bordeaux),44.84241,-0.57049,Entire home/apt,101,2,145,2021-11-24,2.72,35,346,31,3306300157612
18338730,Grande et belle maison bordelaise,126890925,Alexia,Bordeaux,Centre ville (Bordeaux),44.84844,-0.5872,Entire home/apt,600,2,43,2021-11-28,0.80,1,251,10,3306300119158
18339759,Maison avec Jardin - Bordeaux St Augustin,45881146,Véronique,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83412,-0.6099,Entire home/apt,130,3,61,2021-08-22,1.10,1,344,9,330630018046F
18345467,Cozy independent house with garden,103516157,Soraya,Bordeaux,Caudran,44.86834,-0.63204,Private room,50,4,5,2018-11-30,0.13,2,0,0,
18349724,Maisonnette plein pied  Bx-Cauderan  Terrasse,75926877,Franck,Merignac,Bourran,44.8498,-0.63338,Entire home/apt,55,2,112,2021-12-06,2.01,1,157,27,
18350465,Chambre d'hôte avec piscine au calme et paysagée.,127002574,Marie-Line,Le Bouscat,Le Bouscat,44.86589,-0.60991,Private room,39,3,57,2021-11-10,1.34,1,362,11,
18370718,"Maison moderne avec piscine, idéal séjour familial",121177657,Isabelle,Merignac,Chemin Long,44.81122,-0.6629,Entire home/apt,280,7,1,2017-06-25,0.02,4,362,0,
18371202,"Maison moderne avec piscine, idéal séjour familial",121177657,Isabelle,Merignac,Chemin Long,44.81167,-0.66392,Entire home/apt,280,7,0,,,4,362,0,
18373209,2 rooms with private bathroom Bordeaux Center,38456832,Maryse,Bordeaux,Bordeaux Maritime,44.85886,-0.55537,Private room,80,5,1,2017-08-08,0.02,1,0,0,
18381525,CHAMBRE PRIVEE DANS MAISON AVEC PISCINE,30398293,Marie,Bordeaux,Nansouty - Saint Gens,44.81563,-0.57467,Private room,50,2,38,2020-10-25,0.73,2,344,0,3306300121075
18381765,Appartement Zen & lumineux,127306766,Christian,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83263,-0.59358,Entire home/apt,80,30,48,2021-08-14,0.87,1,285,1,3306300163938
18387304,Charmant T3 - Proche Bdx et Gare - Parking privé,12572919,Coralie,Bgles,Bgles,44.81753,-0.54577,Entire home/apt,55,4,9,2019-12-27,0.19,1,0,0,
18387924,Bedroom in the city center,37858908,Julie,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85236,-0.57029,Private room,30,3,0,,,1,0,0,
18389239,Grand studio en plein coeur de Bordeaux,27906887,Antoine,Bordeaux,Centre ville (Bordeaux),44.84322,-0.58034,Entire home/apt,50,365,16,2019-02-17,0.28,1,0,0,
18401980,Agréable maison de 3 chambres à 5mn de Bordeaux,29940929,David,Floirac,Floirac,44.83526,-0.53044,Entire home/apt,85,2,5,2019-01-01,0.12,1,0,0,
18409422,Chambre privée,39591008,Colette,Merignac,Centre ville (Merignac),44.83761,-0.64516,Private room,33,2,54,2021-05-20,0.96,5,106,3,
18409653,"Chambre  ""globo""",39591008,Colette,Merignac,Centre ville (Merignac),44.83886,-0.64369,Private room,35,4,34,2020-07-31,0.64,5,226,0,
18423078,LOVELY T2 ST MICHEL,127671289,Lison,Bordeaux,Bordeaux Sud,44.83174,-0.561,Entire home/apt,46,365,26,2017-08-28,0.47,1,0,0,
18427084,Villa proche Bordeaux et 30 min des plages Océanes,20817919,Denis,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.92182,-0.74586,Entire home/apt,366,14,4,2021-08-28,0.08,1,0,1,
18430047,Twist parfait entre calme et animation en plein cœur du Bordeaux historique,37660690,Caroline,Bordeaux,Centre ville (Bordeaux),44.83815,-0.56832,Entire home/apt,100,4,105,2021-10-26,1.88,1,108,10,330630002176D
18430737,Maison dans un cadre idéal pour les familles,9192468,Sylvie,Merignac,Centre ville (Merignac),44.84536,-0.66058,Entire home/apt,230,7,18,2021-08-29,0.34,1,0,2,
18431075,Une touche d'originalité au centre,107357568,Valerie,Bordeaux,Bordeaux Sud,44.83349,-0.57514,Private room,28,2,138,2021-10-29,2.47,5,328,25,
18435442,Magnifique T2 dans petit immeuble bordelais.,26160120,Helene,Bordeaux,Centre ville (Bordeaux),44.84838,-0.58398,Entire home/apt,70,365,23,2021-03-14,0.56,1,0,4,
18439379,Calme et convivialité au coeur des Chartrons,26889320,Antoine,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.86093,-0.57392,Private room,88,2,145,2021-11-14,2.62,1,156,30,330630029879A
18440660,T2  chaleureux à Bordeaux,39100560,Manon,Bordeaux,Nansouty - Saint Gens,44.82619,-0.58649,Entire home/apt,36,365,28,2017-10-27,0.50,1,0,0,
18442336,🏳️‍🌈Lit Double dans appart ancien proche Centre Ville,4224956,Eric,Bordeaux,Bordeaux Sud,44.83423,-0.5695,Shared room,35,4,1,2017-05-11,0.02,3,0,0,33063001859BA
18443021,Bel appartement neuf,76887513,Nana,Floirac,Floirac,44.82705,-0.52967,Private room,30,2,41,2021-12-01,0.79,1,356,8,
18447986,Appartement 2 pièces près de Bordeaux,127889174,Robin,Merignac,Arlac,44.82737,-0.63168,Entire home/apt,20,1,0,,,1,0,0,
18456573,Lovely house in Bordeaux,5109779,Dorothée & Arnaud,Bordeaux,Centre ville (Bordeaux),44.84877,-0.58656,Entire home/apt,200,2,11,2021-10-03,0.20,1,0,2,330630061873B
18458701,Chambre chez l'habitant avec petit déjeuner,109487906,Luc Et Anne,Cenon,Gambetta-Mairie-Lissandre,44.85425,-0.53599,Private room,31,2,70,2019-07-28,1.26,1,0,0,
18469207,Charmant T2 Bordeaux St Seurin,8872656,Olivia,Bordeaux,Centre ville (Bordeaux),44.84517,-0.58774,Entire home/apt,81,2,8,2021-12-10,0.14,1,360,6,33063006715A7
18471450,Cottage independent and quiet,128110426,Jules,Le Bouscat,Le Bouscat,44.86494,-0.59746,Private room,60,4,22,2019-07-23,0.40,2,0,0,
18478802,"The heart of Bordeaux, Sainte Catherine street.",128185684,Stéphane,Bordeaux,Centre ville (Bordeaux),44.83747,-0.57381,Entire home/apt,73,2,89,2021-08-29,1.62,1,59,10,330630007535F
18480973,Jolie Echoppe 120m2 & jardin 10min coeur Bordeaux,20323493,Sha,Le Bouscat,Le Bouscat,44.86205,-0.61389,Entire home/apt,92,2,6,2018-12-29,0.11,1,0,0,
18488352,chambres indépendantes dans belle maison au calme,128275298,Verdier,Le Bouscat,Le Bouscat,44.86236,-0.60451,Private room,58,1,0,,,1,0,0,
18493908,DUHEM,36876898,Sophie,Bordeaux,Nansouty - Saint Gens,44.82742,-0.58142,Entire home/apt,120,2,16,2021-11-15,0.29,1,358,5,3306300619671
18497007,Échoppe bordelaise avec jardin (parc bordelais),20574601,Florence,Bordeaux,Caudran,44.85587,-0.60354,Entire home/apt,120,4,10,2021-08-18,0.18,1,0,3,3306300509740
18501349,Chambre dans ilot de verdure,25157992,Beatrice,Artigues-Prs-Bordeaux,Artigues-Prs-Bordeaux,44.86167,-0.47744,Private room,73,2,0,,,1,0,0,
18502761,Chambre à louer proche centre ville,128404096,Thiaba,Bordeaux,Nansouty - Saint Gens,44.82362,-0.57364,Private room,45,1,0,,,1,0,0,
18502888,Joli T2 avec balcon et parking,86430303,Audrey,Bordeaux,Caudran,44.83685,-0.60071,Entire home/apt,69,5,8,2021-12-08,0.14,1,57,2,33063003895F7
18505733,VINEXPO Maison au Bouscat,26980990,Marine,Le Bouscat,Le Bouscat,44.8663,-0.59872,Entire home/apt,650,1,0,,,1,364,0,
18510250,Chambre calme et ensoleillée. English speaking,11874312,Eric,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85559,-0.5686,Private room,37,2,79,2021-11-27,1.41,1,39,17,33063001617B3
18514501,Chartrons area nice flat for 2,29102137,L.C.B,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85462,-0.57168,Entire home/apt,60,2,9,2021-11-01,0.24,23,0,6,33063000077CC
18514517,Grand 2 pièces entre vieux Bordeaux et quais!,16900168,L'Intendant Bordelais,Bordeaux,Centre ville (Bordeaux),44.8383,-0.56871,Entire home/apt,96,2,258,2021-12-04,4.66,8,273,80,3306300051158
18514666,Maison entière coeur de Saint Aubin de Médoc,128387134,Isabelle,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.91643,-0.72124,Entire home/apt,84,2,24,2019-07-26,0.45,1,0,0,
18515815,Equiped room semi-independant barrière de Pessac,1449268,Anne,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82308,-0.59426,Entire home/apt,43,2,40,2021-09-16,0.72,1,101,5,33063001020A7
18516108,Studio indépendant avec terrasse,65198412,Magali,Merignac,Capeyron,44.84582,-0.64031,Entire home/apt,48,2,130,2021-02-10,2.33,1,224,4,
18518267,Le jardin public***,128538142,Annick,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85373,-0.57441,Entire home/apt,180,4,12,2021-08-26,0.22,1,60,4,33063004643E6
18518782,Maison jardin et piscine agréable et chaleureuse,128542998,Claude,Bgles,Bgles,44.79728,-0.56436,Entire home/apt,200,3,4,2019-08-10,0.07,1,0,0,
18520048,Chambre privée avec salle de bain et piscine,123707408,Gilles,Le Taillan-Mdoc,Le Taillan-Mdoc,44.91759,-0.67444,Private room,80,1,0,,,1,0,0,
18521199,Maison cosy et piscine chauffée 28° à Bordeaux,128499870,Raphaël,Le Bouscat,Le Bouscat,44.87146,-0.59744,Entire home/apt,150,5,14,2019-08-11,0.25,1,0,0,
18523092,Maison climatisée piscine chauffée tramD,49683479,Aline,Eysines,Eysines,44.88781,-0.65318,Entire home/apt,330,5,12,2021-05-24,0.23,2,215,1,
18531877,PARKING(option)★GARE★TRAM★FREE AIRBNB SERVICE FEES,30428833,Yohann,Bordeaux,Bordeaux Sud,44.82906,-0.55893,Entire home/apt,73,1,43,2021-10-31,0.80,8,350,5,3306300006378
18534741,★TERRASSE★PARKING (option)★QUIET★FREE SERVICE FEES,30428833,Yohann,Bordeaux,Bordeaux Sud,44.829071,-0.558899,Entire home/apt,76,1,52,2021-12-06,1.01,8,362,14,33063000070A2
18535187,"T3, Centre de Talence, Residence calme, Tram B",128679458,Manon,Talence,Talence,44.81626,-0.59418,Entire home/apt,75,1,3,2017-05-30,0.05,1,0,0,
18538450,Grand T2 lumineux + Terrasse,4257641,Jean Christophe,Bordeaux,Caudran,44.84021,-0.6077,Entire home/apt,70,4,23,2021-11-24,0.42,1,255,14,3306300551777
18540145,Chambre de caractère avec petit déjeuner,26395523,Marie-Christine,Talence,Talence,44.81113,-0.58797,Private room,180,4,0,,,2,358,0,
18541066,Maison Bordelaise du 19ème siècle avec piscine,26395523,Marie-Christine,Talence,Talence,44.81123,-0.58596,Entire home/apt,200,5,0,,,2,0,0,
18542409,ElixirBordeaux,37583250,Laurent,Blanquefort,Blanquefort,44.91976,-0.63628,Entire home/apt,2000,100,7,2017-11-21,0.13,1,69,0,830620654
18542928,"Chambre, hyper-centre de Bordeaux",33189685,Baptiste,Bordeaux,Centre ville (Bordeaux),44.83792,-0.57367,Private room,35,1,4,2017-05-28,0.07,1,0,0,
18546340,Maison landaise familiale avec piscine chauffée,128743053,Lucie,Blanquefort,Blanquefort,44.9258,-0.62802,Entire home/apt,240,6,8,2021-08-14,0.15,1,0,2,
18553648,★TERRASSE★PARKING(option)★QUIET★FREE SERVICE FEES,30428833,Yohann,Bordeaux,Bordeaux Sud,44.82909,-0.558894,Entire home/apt,78,1,64,2021-12-09,1.22,8,361,18,33063000071A8
18553931,PARKING(option)★QUIET★FREE SERVICE FEES★TRAIN★TRAM,30428833,Yohann,Bordeaux,Bordeaux Sud,44.829044,-0.558851,Entire home/apt,79,1,71,2021-11-28,1.37,8,340,15,33063000075C0
18554069,SPACIOUS★PARKING(option)★FREE SERVICE FEES★TRAMWAY,30428833,Yohann,Bordeaux,Bordeaux Sud,44.829075,-0.558872,Entire home/apt,94,1,48,2021-11-29,0.92,8,361,7,33063000076C6
18554170,PARKING(option)★DESIGN★FREE SERVICE FEES★GARE★TRAM,30428833,Yohann,Bordeaux,Bordeaux Sud,44.82906,-0.558872,Entire home/apt,101,1,88,2021-11-28,1.73,8,352,12,33063000079D8
18554561,Appart'bouscat proche Bordeaux centre boulevard,74569207,Norris,Le Bouscat,Le Bouscat,44.8634,-0.5944,Entire home/apt,31,2,1,2017-11-04,0.02,1,0,0,
18557917,Appartement 2 voyageurs Stalingrad proche centre,128833291,Margaux,Bordeaux,La Bastide,44.84059,-0.55678,Entire home/apt,70,2,53,2019-10-28,1.00,1,0,0,330630010505C
18583369,Échoppe Bordelaise centre ville,126376104,Sébastien,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83026,-0.59254,Private room,90,1,2,2017-09-24,0.04,2,194,0,
18587695,Magnifique maison de 170 m2 avec piscine chauffée,129069059,Franck Et Valérie,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89257,-0.75261,Entire home/apt,350,7,10,2021-08-22,0.18,1,364,3,
18610886,"maison familiale avec 2 jardins, terrasse, véranda",129265468,Samuel,Merignac,Chemin Long,44.81792,-0.66114,Entire home/apt,150,7,0,,,1,364,0,
18620491,Chambre 15 m2 ds appart centre 3 nuits minimum,7031206,Chantal,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85442,-0.56722,Shared room,35,3,8,2021-10-26,0.21,1,166,2,
18621054,Appart charmant pour 4 personnes proche du centre,40928123,Maxime,Bordeaux,Caudran,44.85685,-0.63227,Entire home/apt,130,365,1,2020-01-03,0.04,1,89,0,
18621864,Chambre privée avec salle de bain à bordeaux,14434610,Françoise,Bordeaux,Centre ville (Bordeaux),44.83796,-0.59486,Private room,35,2,20,2018-08-18,0.37,1,0,0,
18625733,Grand appartement Petite chambre,38394274,Matt,Bordeaux,Caudran,44.85662,-0.61598,Private room,14,1,0,,,1,0,0,
18627476,"Appartement spacieux, calme, lumineux, proche Bx",23243533,Isabelle,Le Bouscat,Le Bouscat,44.86651,-0.58278,Entire home/apt,51,3,16,2021-08-02,0.29,2,200,4,33069-18-0004
18627520,Appartement avec terrasse au cœur de Mérignac,45828312,Mathilde,Merignac,Centre ville (Merignac),44.84149,-0.6485,Entire home/apt,60,1,0,,,1,0,0,
18628533,Appartement agréable sur les coteaux de  Bordeaux,114760588,Michel,Lormont,Lormont,44.87314,-0.51928,Entire home/apt,60,3,21,2020-08-11,0.38,2,0,0,
18632364,Appartement deux chambres à Bordeaux-Mérignac,37858980,Nicolas,Merignac,Capeyron,44.84866,-0.65003,Entire home/apt,35,2,0,,,2,0,0,
18632931,studio jardin public calme et lumineux,45818653,Sophie,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85014,-0.58515,Entire home/apt,50,365,5,2021-06-04,0.09,1,89,2,
18650126,100% Centre+Clim+Tram+ Parking (optional),10798726,Julien & Laure-Hélène,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85262,-0.57448,Entire home/apt,90,4,114,2021-10-18,2.09,4,270,33,330630013568F
18662383,Télégraphe - 95m² avec ascenseur + parking,9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.8411,-0.58184,Entire home/apt,175,90,0,,,82,41,0,"Available with a mobility lease only (""bail mobilité"")"
18663027,"Louis Combes - 70m2, best location",72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84173,-0.57556,Entire home/apt,160,3,1,2018-10-06,0.03,83,255,0,3306300188869
18663029,Magnificent 70 sqm with parking downtown Bordeaux,9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.84173,-0.57556,Entire home/apt,160,3,1,2019-08-16,0.04,82,255,0,3306300188869
18665128,Lovely 88 sqm duplex with a terrace + Parking,72691486,Arnaud,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84979,-0.5704,Entire home/apt,238,3,5,2021-08-10,0.11,83,299,2,33063000729CE
18665130,"Lovely 3 bedrooms, 2 bathrooms, terrace + parking",9382960,Kareen,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84979,-0.5704,Entire home/apt,238,3,1,2020-01-03,0.04,82,299,0,33063000729CE
18665351,Lovely 60 sqm with a terrace and Parking!,72691486,Arnaud,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84979,-0.5704,Entire home/apt,172,3,2,2019-04-19,0.05,83,164,0,33063000731DA
18665352,Lovely 60 sqm with a terrace and Parking!,9382960,Kareen,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84979,-0.5704,Entire home/apt,172,3,3,2018-10-29,0.06,82,164,0,33063000731DA
18665747,Baroque - 72 m2 with parking and stunning view,72691486,Arnaud,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84979,-0.5704,Entire home/apt,189,3,4,2020-02-25,0.10,83,317,0,33063000727C2
18665748,"Baroque - Fantastic 2 BR + parking, best location",9382960,Kareen,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84979,-0.5704,Entire home/apt,189,3,2,2021-11-03,0.07,82,317,1,33063000727C2
18667685,Chambre au calme dans petite échoppe,60514714,Marion,Bordeaux,Nansouty - Saint Gens,44.82477,-0.56731,Private room,35,2,37,2018-10-14,0.67,1,0,0,
18670025,Suite parentale de charme avec accès privatif,88617461,Adrien,Parempuyre,Parempuyre,44.95445,-0.60644,Private room,50,1,17,2019-09-08,0.32,1,0,0,
18670162,Beau studio avec balcon,21794450,Blandine,Bordeaux,La Bastide,44.84283,-0.56004,Entire home/apt,23,365,1,2017-05-28,0.02,1,0,0,
18671093,Echoppe au coeur de Bordeaux,52246120,Charlotte,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85184,-0.58484,Entire home/apt,170,365,2,2017-06-08,0.04,1,0,0,
18682648,_MAUBEC,18796190,Julie,Bordeaux,Bordeaux Sud,44.83572,-0.56543,Entire home/apt,64,2,158,2021-11-11,2.85,25,246,47,3306300688658
18687640,MAISON DE VACANCES AGRÉABLE BIEN SITUÉE,19515289,Laurence,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.86474,-0.70578,Entire home/apt,69,15,6,2019-08-31,0.11,1,0,0,
18695493,Charmant appartement T2 au coeur du centre ville,32743448,Manon,Bordeaux,Bordeaux Sud,44.83401,-0.56984,Entire home/apt,80,365,3,2017-07-15,0.06,1,0,0,
18698335,Maison de ville au coeur de Bordeaux,127476987,Sandrine,Bordeaux,Centre ville (Bordeaux),44.8463,-0.58773,Entire home/apt,200,4,17,2021-08-02,0.35,1,33,3,33063002954D3
